class_name,method_name,cluster
UnknownVoyageException,Unknown Voyage Exception,cluster-1
Location,equals,cluster-6
Location,get Name,cluster-6
Location,get Un Locode,cluster-6
Location,hash Code,cluster-6
Location,Location,cluster-6
Location,Location,cluster-6
Location,same Identity As,cluster-6
Location,to String,cluster-6
SampleVoyages,create Voyage,cluster-5
SampleVoyages,get All,cluster-5
SampleVoyages,lookup,cluster-5
Builder,add Movement,cluster-3
Builder,build,cluster-3
Builder,Builder,cluster-3
UnLocode,equals,cluster-3
UnLocode,get Id String,cluster-3
UnLocode,hash Code,cluster-3
UnLocode,same Value As,cluster-3
UnLocode,to String,cluster-3
UnLocode,Un Locode,cluster-3
UnLocode,Un Locode,cluster-3
DomainObjectUtils,Domain Object Utils,cluster-3
DomainObjectUtils,null Safe,cluster-3
NotSpecification,is Satisfied By,cluster-1
NotSpecification,Not Specification,cluster-1
Schedule,equals,cluster-3
Schedule,get Carrier Movements,cluster-3
Schedule,hash Code,cluster-3
Schedule,same Value As,cluster-3
Schedule,Schedule,cluster-3
Schedule,Schedule,cluster-3
Voyage,equals,cluster-6
Voyage,get Schedule,cluster-6
Voyage,get Voyage Number,cluster-6
Voyage,hash Code,cluster-6
Voyage,same Identity As,cluster-6
Voyage,to String,cluster-6
Voyage,Voyage,cluster-6
Voyage,Voyage,cluster-6
UnknownCargoException,get Message,cluster-1
UnknownCargoException,Unknown Cargo Exception,cluster-1
