Name,CAM,LCAM,NHD,NumAttr,NumOps,NumPubOps,Setters,Getters,Nesting,IFImpl,NOC,NumDesc,NumAnc,DIT,CLD,OpsInh,AttrInh,Dep_Out,Dep_In,NumAssEl_ssc,NumAssEl_sb,NumAssEl_nsb,EC_Attr,IC_Attr,EC_Par,IC_Par,ObjInst,StimSent,StimRecv,StimSelf,ClassifInst,MsgSent,MsgRecv,MsgSelf,Diags
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.jpa.OrderItem,0.20833333,0.7916667,0.69293475,11,24,24,10,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,7,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.jpa.OrderKey,0.1904762,0.8095238,0.63809526,2,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.migration.RedirectionFilter,0.46666667,0.5333333,0.46666664,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.AccountBean,0.2,0.8,0.7485714,20,15,15,0,7,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,7,0,3,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.AccountServlet,0.4,0.6,0.55,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.AdminServlet,0.36363637,0.6363636,0.7136364,6,11,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.BackOrderItem,0.21008404,0.789916,0.68697476,10,17,17,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.HelpBean,0.44444445,0.5555556,0.46666664,4,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.ImageServlet,0.45833334,0.5416666,0.5277778,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.LoginInfo,0.6666667,0.3333333,0.6111111,4,9,9,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.MailAction,0.5,0.5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.OrderInfo,0.21563342,0.7843666,0.8378602,24,53,52,24,26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.Populate,0.3125,0.6875,0.4583333,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.ProductBean,0.25714287,0.7428571,0.5809524,3,7,6,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.ShoppingBean,0.12592593,0.8740741,0.7989418,10,15,14,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,2,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.ShoppingItem,0.14164905,0.85835093,0.79844964,2,43,43,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.ValidatePasswords,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.com.ibm.websphere.samples.pbw.war.ValidatorUtils,0.75,0.25,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.pbw.test.InitialTest,1,0,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.pagecode.Help,0.33333334,0.6666666,0.3333333,3,3,0,0,3,0,0,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.pagecode.PageCodeBase,0.19135803,0.80864197,0.73638344,0,18,8,0,9,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
