class_name,method_name,cluster
Item,get Supplier Id,cluster-0
Item,get Unit Cost,cluster-0
Item,set Attribute1,cluster-0
Item,set Attribute2,cluster-0
Item,set Attribute3,cluster-0
Item,set Attribute4,cluster-0
Item,set Attribute5,cluster-0
Item,set Item Id,cluster-0
Item,set List Price,cluster-0
Item,set Product,cluster-0
Item,set Quantity,cluster-0
Item,set Status,cluster-0
Item,set Supplier Id,cluster-0
Item,set Unit Cost,cluster-0
Item,to String,cluster-0
LineItem,calculate Total,cluster-1
LineItem,get Item,cluster-1
LineItem,get Item Id,cluster-1
LineItem,get Line Number,cluster-1
LineItem,get Order Id,cluster-1
LineItem,get Quantity,cluster-1
LineItem,get Total,cluster-1
LineItem,get Unit Price,cluster-1
LineItem,Line Item,cluster-1
LineItem,Line Item,cluster-1
LineItem,set Item,cluster-1
LineItem,set Item Id,cluster-1
LineItem,set Line Number,cluster-1
LineItem,set Order Id,cluster-1
LineItem,set Quantity,cluster-1
LineItem,set Unit Price,cluster-1
Order,add Line Item,cluster-4
Order,add Line Item,cluster-4
Order,get Bill Address1,cluster-4
Order,get Bill Address2,cluster-4
Order,get Bill City,cluster-4
Order,get Bill Country,cluster-4
Order,get Bill State,cluster-4
Order,get Bill To First Name,cluster-4
Order,get Bill To Last Name,cluster-4
Order,get Bill Zip,cluster-4
Order,get Card Type,cluster-4
Order,get Courier,cluster-4
Order,get Credit Card,cluster-4
Order,get Expiry Date,cluster-4
Order,get Line Items,cluster-4
Order,get Locale,cluster-4
Order,get Order Date,cluster-4
Order,get Order Id,cluster-4
Order,get Ship Address1,cluster-4
Order,get Ship Address2,cluster-4
Order,get Ship City,cluster-4
Order,get Ship Country,cluster-4
Order,get Ship State,cluster-4
Order,get Ship To First Name,cluster-4
Order,get Ship To Last Name,cluster-4
Order,get Ship Zip,cluster-4
Order,get Status,cluster-4
Order,get Total Price,cluster-4
Order,get Username,cluster-4
Order,init Order,cluster-4
Order,set Bill Address1,cluster-4
Order,set Bill Address2,cluster-4
Order,set Bill City,cluster-4
Order,set Bill Country,cluster-4
Order,set Bill State,cluster-4
Order,set Bill To First Name,cluster-4
Order,set Bill To Last Name,cluster-4
Order,set Bill Zip,cluster-4
Order,set Card Type,cluster-4
Order,set Courier,cluster-4
Order,set Credit Card,cluster-4
Order,set Expiry Date,cluster-4
Order,set Line Items,cluster-4
Order,set Locale,cluster-4
Order,set Order Date,cluster-4
Order,set Order Id,cluster-4
Order,set Ship Address1,cluster-4
Order,set Ship Address2,cluster-4
Order,set Ship City,cluster-4
Order,set Ship Country,cluster-4
Order,set Ship State,cluster-4
Order,set Ship To First Name,cluster-4
Order,set Ship To Last Name,cluster-4
Order,set Ship Zip,cluster-4
Order,set Status,cluster-4
Order,set Total Price,cluster-4
Order,set Username,cluster-4
Product,get Category Id,cluster-3
Product,get Description,cluster-3
Product,get Name,cluster-3
Product,get Product Id,cluster-3
Product,set Category Id,cluster-3
Product,set Description,cluster-3
Product,set Name,cluster-3
Product,set Product Id,cluster-3
Product,to String,cluster-3
